hcp_id,specialty,region,lon,lat,territory
HCP00492,Endocrinology,West,-109.709,33.972,T4
HCP00493,Cardiology,South,-88.342,34.505,T12
HCP00494,Endocrinology,Northeast,-74.278,39.322,T18
HCP00495,Internal Medicine,Northeast,-75.064,40.546,T18
HCP00496,Geriatrics,Northeast,-78.538,39.936,T14
HCP00497,Endocrinology,Northeast,-73.096,39.12,T18
HCP00498,Internal Medicine,South,-90.246,30.692,T8
HCP00499,Endocrinology,Midwest,-97.797,38.426,T5
HCP00500,Cardiology,Midwest,-89.359,45.216,T11
HCP00501,Internal Medicine,South,-91.656,32.909,T8
HCP00502,Endocrinology,Midwest,-87.066,37.686,T13
HCP00503,Internal Medicine,West,-109.953,41.882,T6
HCP00504,Internal Medicine,Midwest,-97.334,41.275,T6
HCP00505,Geriatrics,South,-75.524,30.603,T16
HCP00506,Endocrinology,Northeast,-72.745,37.832,T17
HCP00507,Endocrinology,Northeast,-79.36,42.126,T14
HCP00508,Internal Medicine,West,-118.851,37.121,T1
HCP00509,Cardiology,West,-109.634,35.528,T5
HCP00510,Nephrology,West,-120.019,40.683,T2
HCP00511,Cardiology,Midwest,-90.033,43.254,T11
HCP00512,Internal Medicine,Northeast,-77.919,42.273,T14
HCP00513,Endocrinology,West,-117.579,40.112,T2
HCP00514,Cardiology,South,-100.202,30.112,T4
HCP00515,Nephrology,Midwest,-99.483,41.376,T6
HCP00516,Cardiology,Northeast,-75.547,40.749,T18
HCP00517,Cardiology,South,-93.13,38.17,T9
HCP00518,Endocrinology,Northeast,-77.79,43.248,T15
HCP00519,Endocrinology,South,-91.636,28.917,T8
HCP00520,Internal Medicine,West,-114.61,40.319,T2
HCP00521,Internal Medicine,Northeast,-72.872,43.473,T19
HCP00522,Nephrology,Northeast,-72.752,39.316,T18
HCP00523,Cardiology,Midwest,-88.945,39.036,T13
HCP00524,Nephrology,South,-87.559,31.484,T12
HCP00525,Endocrinology,West,-114.684,34.846,T1
HCP00526,Internal Medicine,West,-117.951,39.275,T2
HCP00527,Geriatrics,Midwest,-93.918,42.233,T6
HCP00528,Internal Medicine,Midwest,-88.034,43.65,T15
HCP00529,Geriatrics,West,-118.556,37.506,T1
HCP00530,Internal Medicine,West,-107.926,41.412,T6
HCP00531,Internal Medicine,South,-93.895,35.715,T5
HCP00532,Cardiology,West,-111.862,37.632,T1
HCP00533,Endocrinology,West,-115.017,39.774,T2
HCP00534,Internal Medicine,South,-92.099,32.916,T8
HCP00535,Cardiology,West,-115.079,38.238,T1
HCP00536,Endocrinology,West,-116.491,39.301,T2
HCP00537,Cardiology,West,-111.576,41.419,T6
HCP00538,Endocrinology,Northeast,-75.516,44.969,T19
HCP00539,Internal Medicine,Midwest,-97.071,38.366,T5
HCP00540,Geriatrics,Midwest,-87.156,44.045,T15
HCP00541,Internal Medicine,West,-114.202,40.029,T2
HCP00542,Internal Medicine,Midwest,-97.159,47.608,T7
HCP00543,Internal Medicine,West,-118.608,41.15,T2
HCP00544,Endocrinology,Northeast,-79.727,42.442,T15
HCP00545,Endocrinology,Midwest,-94.776,42.334,T7
HCP00546,Internal Medicine,Northeast,-69.828,42.653,T19
HCP00547,Nephrology,South,-93.604,31.939,T8
HCP00548,Geriatrics,Northeast,-74.062,44.257,T19
HCP00549,Cardiology,West,-119.005,37.579,T1
HCP00550,Nephrology,Northeast,-70.023,44.575,T19
HCP00551,Nephrology,Northeast,-78.98,39.013,T13
HCP00552,Endocrinology,Midwest,-91.439,42.629,T11
HCP00553,Cardiology,Northeast,-65.615,51.723,T19
HCP00554,Nephrology,Midwest,-92.56,44.625,T11
HCP00555,Endocrinology,West,-114.655,36.946,T1
HCP00556,Internal Medicine,South,-90.028,32.367,T8
HCP00557,Internal Medicine,Midwest,-93.014,44.541,T11
HCP00558,Nephrology,South,-87.621,39.246,T14
HCP00559,Cardiology,Midwest,-92.589,43.327,T11
HCP00560,Nephrology,South,-87.994,33.553,T12
HCP00561,Cardiology,Midwest,-93.716,46.659,T7
HCP00562,Endocrinology,West,-113.2,38.933,T1
HCP00563,Geriatrics,South,-86.95,32.941,T12
HCP00564,Endocrinology,South,-85.581,33.759,T12
HCP00565,Cardiology,South,-84.633,30.163,T12
HCP00566,Cardiology,Midwest,-95.597,36.321,T5
HCP00567,Cardiology,Midwest,-94.938,44.768,T7
HCP00568,Endocrinology,Northeast,-74.901,44.748,T19
HCP00569,Cardiology,Northeast,-72.994,40.397,T18
HCP00570,Internal Medicine,South,-85.275,30.145,T12
HCP00571,Nephrology,Northeast,-70.16,45.709,T19
HCP00572,Endocrinology,Midwest,-93.473,44.906,T11
HCP00573,Cardiology,South,-88.169,29.2,T12
HCP00574,Cardiology,Midwest,-92.535,46.624,T11
HCP00575,Cardiology,South,-84.924,35.472,T13
HCP00576,Endocrinology,South,-84.829,28.966,T12
HCP00577,Cardiology,South,-93.966,29.613,T4
HCP00578,Geriatrics,Northeast,-72.206,46.606,T19
HCP00579,Cardiology,South,-94.75,28.196,T4
HCP00580,Nephrology,Midwest,-96.776,40.928,T6
HCP00581,Geriatrics,West,-111.212,35.238,T5
HCP00582,Internal Medicine,Midwest,-90.351,40.489,T10
HCP00583,Cardiology,Midwest,-99.181,42.995,T7
HCP00584,Internal Medicine,South,-79.592,34.069,T12
HCP00585,Cardiology,Midwest,-89.857,40.253,T10
HCP00586,Cardiology,Midwest,-97.299,45.599,T7
HCP00587,Cardiology,West,-115.903,31.379,T0
HCP00588,Internal Medicine,Midwest,-92.289,45.708,T11
HCP00589,Endocrinology,West,-118.532,38.24,T1
HCP00590,Cardiology,Northeast,-73.452,43.029,T19
HCP00591,Endocrinology,South,-91.767,35.066,T9
HCP00592,Internal Medicine,Northeast,-64.815,42.438,T19
HCP00593,Endocrinology,West,-114.241,36.045,T1
HCP00594,Endocrinology,Midwest,-93.517,40.67,T10
HCP00595,Nephrology,Northeast,-72.155,42.863,T19
HCP00596,Cardiology,Northeast,-71.09,42.753,T19
HCP00597,Cardiology,Northeast,-76.122,43.068,T19
HCP00598,Internal Medicine,Midwest,-94.817,43.05,T7
HCP00599,Cardiology,West,-117.316,39.39,T2
HCP00600,Endocrinology,South,-97.763,35.301,T5
HCP00601,Endocrinology,West,-123.024,37.972,T1
HCP00602,Cardiology,South,-88.272,33.838,T12
HCP00603,Internal Medicine,Northeast,-69.908,39.295,T18
HCP00604,Endocrinology,Midwest,-88.743,40.449,T14
HCP00605,Internal Medicine,West,-115.605,37.561,T1
HCP00606,Internal Medicine,South,-93.449,33.183,T8
HCP00607,Endocrinology,West,-109.781,37.91,T5
HCP00608,Internal Medicine,West,-117.194,35.567,T1
HCP00609,Internal Medicine,Midwest,-92.554,40.088,T10
HCP00610,Internal Medicine,Midwest,-86.032,33.809,T12
HCP00611,Cardiology,South,-88.652,33.305,T12
HCP00612,Endocrinology,Northeast,-71.183,42.08,T18
HCP00613,Endocrinology,West,-121.68,41.337,T2
HCP00614,Nephrology,Northeast,-68.396,40.09,T18
HCP00615,Geriatrics,Northeast,-72.821,42.869,T19
HCP00616,Internal Medicine,Midwest,-90.197,41.98,T10
HCP00617,Endocrinology,West,-119.429,37.026,T1
HCP00618,Internal Medicine,Northeast,-74.848,40.668,T18
HCP00619,Cardiology,South,-83.884,34.086,T12
HCP00620,Endocrinology,Midwest,-86.292,39.601,T14
HCP00621,Nephrology,Northeast,-73.883,44.749,T19
HCP00622,Internal Medicine,Midwest,-93.273,42.992,T11
HCP00623,Cardiology,West,-115.046,31.954,T0
HCP00624,Cardiology,West,-117.207,35.652,T1
HCP00625,Internal Medicine,West,-117.304,36.991,T1
HCP00626,Endocrinology,South,-100.252,32.776,T4
HCP00627,Cardiology,West,-114.358,35.601,T1
HCP00628,Internal Medicine,Midwest,-93.608,36.121,T5
HCP00629,Endocrinology,West,-122.512,39.045,T2
HCP00630,Endocrinology,Northeast,-76.423,45.127,T15
HCP00631,Endocrinology,South,-87.902,33.187,T12
HCP00632,Cardiology,Midwest,-98.042,41.615,T6
HCP00633,Endocrinology,Midwest,-97.279,40.559,T6
HCP00634,Endocrinology,Northeast,-68.056,44.743,T19
HCP00635,Endocrinology,South,-89.348,37.213,T9
HCP00636,Endocrinology,Midwest,-94.503,39.303,T6
HCP00637,Endocrinology,Northeast,-69.675,39.892,T18
HCP00638,Endocrinology,West,-116.54,35.264,T1
HCP00639,Cardiology,West,-109.278,40.453,T6
HCP00640,Cardiology,Midwest,-95.42,38.522,T5
HCP00641,Geriatrics,Northeast,-71.68,46.653,T19
HCP00642,Internal Medicine,Northeast,-82.285,43.28,T15
HCP00643,Cardiology,South,-85.02,32.819,T12
HCP00644,Cardiology,South,-94.121,29.034,T4
HCP00645,Cardiology,Northeast,-72.312,42.395,T19
HCP00646,Geriatrics,Northeast,-74.417,40.139,T18
HCP00647,Cardiology,West,-109.298,41.266,T6
HCP00648,Nephrology,West,-116.221,34.479,T0
HCP00649,Cardiology,Northeast,-77.254,39.525,T14
HCP00650,Endocrinology,Northeast,-82.861,42.328,T15
HCP00651,Internal Medicine,South,-89.389,33.072,T8
HCP00652,Internal Medicine,Midwest,-99.002,39.525,T6
HCP00653,Nephrology,Northeast,-69.141,39.15,T18
HCP00654,Cardiology,Midwest,-96.351,46.057,T7
HCP00655,Endocrinology,Northeast,-73.132,40.762,T18
HCP00656,Internal Medicine,South,-90.03,28.973,T8
HCP00657,Endocrinology,West,-114.542,35.02,T1
HCP00658,Internal Medicine,Midwest,-85.205,41.062,T14
HCP00659,Internal Medicine,South,-81.777,30.96,T12
HCP00660,Cardiology,West,-114.729,35.248,T1
HCP00661,Endocrinology,South,-85.012,35.197,T13
HCP00662,Endocrinology,South,-90.445,33.161,T8
HCP00663,Cardiology,Midwest,-87.788,36.468,T13
HCP00664,Geriatrics,Northeast,-70.383,37.801,T17
HCP00665,Geriatrics,South,-90.693,27.506,T8
HCP00666,Internal Medicine,Midwest,-95.606,38.337,T5
HCP00667,Endocrinology,Northeast,-72.354,37.967,T17
HCP00668,Internal Medicine,West,-110.576,36.26,T5
HCP00669,Internal Medicine,Midwest,-89.187,40.525,T10
HCP00670,Cardiology,West,-110.793,39.536,T6
HCP00671,Endocrinology,Midwest,-100.112,41.77,T6
HCP00672,Endocrinology,West,-109.748,42.146,T6
HCP00673,Cardiology,Northeast,-76.307,42.294,T15
HCP00674,Endocrinology,West,-118.884,34.537,T0
HCP00675,Nephrology,South,-94.175,39.412,T6
HCP00676,Endocrinology,Midwest,-100.198,41.751,T6
HCP00677,Internal Medicine,West,-113.259,38.112,T1
HCP00678,Internal Medicine,Midwest,-89.502,33.874,T8
HCP00679,Nephrology,Northeast,-77.97,42.683,T15
HCP00680,Geriatrics,Northeast,-71.094,35.213,T17
HCP00681,Cardiology,West,-115.207,36.511,T1
HCP00682,Cardiology,West,-116.176,36.53,T1
HCP00683,Nephrology,South,-83.971,30.287,T12
HCP00684,Cardiology,South,-88.302,36.39,T13
HCP00685,Geriatrics,Midwest,-85.062,38.602,T13
HCP00686,Endocrinology,Northeast,-78.322,38.018,T13
HCP00687,Cardiology,Northeast,-74.632,36.733,T17
HCP00688,Cardiology,Northeast,-69.874,42.112,T18
HCP00689,Internal Medicine,West,-117.065,36.55,T1
HCP00690,Nephrology,Northeast,-74.67,44.829,T19
HCP00691,Internal Medicine,Midwest,-88.083,40.965,T14
HCP00692,Nephrology,West,-110.228,37.849,T5
HCP00693,Endocrinology,Northeast,-75.911,43.586,T19
HCP00694,Endocrinology,South,-93.91,31.12,T4
HCP00695,Internal Medicine,Northeast,-72.434,45.468,T19
HCP00696,Cardiology,Midwest,-90.283,44.569,T11
HCP00697,Cardiology,Midwest,-96.318,44.097,T7
HCP00698,Endocrinology,South,-89.076,27.799,T12
HCP00699,Cardiology,Northeast,-73.465,36.3,T17
HCP00700,Endocrinology,Midwest,-95.681,42.402,T7
HCP00701,Nephrology,West,-122.825,34.866,T1
HCP00702,Cardiology,South,-94.461,29.655,T4
HCP00703,Nephrology,West,-107.481,36.571,T5
HCP00704,Internal Medicine,South,-98.398,32.592,T4
HCP00705,Internal Medicine,Midwest,-91.874,39.043,T10
HCP00706,Endocrinology,Northeast,-71.85,41.375,T18
HCP00707,Nephrology,Midwest,-98.633,39.729,T6
HCP00708,Internal Medicine,South,-84.492,31.058,T12
HCP00709,Internal Medicine,South,-90.798,32.6,T8
HCP00710,Cardiology,Northeast,-70.127,44.111,T19
HCP00711,Geriatrics,West,-112.156,39.295,T2
HCP00712,Cardiology,Northeast,-70.974,39.233,T18
HCP00713,Endocrinology,West,-115.412,38.794,T1
HCP00714,Internal Medicine,Midwest,-96.92,41.354,T6
HCP00715,Geriatrics,West,-109.137,34.927,T5
HCP00716,Internal Medicine,Midwest,-86.478,42.691,T15
HCP00717,Cardiology,South,-101.733,34.796,T5
HCP00718,Internal Medicine,West,-115.611,41.63,T2
HCP00719,Nephrology,West,-115.357,40.394,T2
HCP00720,Internal Medicine,West,-115.943,40.816,T2
HCP00721,Internal Medicine,Midwest,-92.003,44.708,T11
HCP00722,Internal Medicine,Northeast,-72.381,43.635,T19
HCP00723,Internal Medicine,South,-95.093,30.526,T4
HCP00724,Cardiology,South,-92.026,33.734,T8
HCP00725,Cardiology,Northeast,-66.977,42.003,T18
HCP00726,Cardiology,Midwest,-80.662,35.352,T13
HCP00727,Internal Medicine,Midwest,-94.933,40.827,T6
HCP00728,Nephrology,Midwest,-95.027,45.148,T7
HCP00729,Geriatrics,Northeast,-69.316,39.911,T18
HCP00730,Endocrinology,South,-96.126,32.994,T4
HCP00731,Cardiology,Northeast,-77.403,44.08,T15
HCP00732,Endocrinology,Northeast,-69.252,37.299,T17
HCP00733,Cardiology,Northeast,-74.844,36.558,T17
HCP00734,Internal Medicine,South,-91.924,30.684,T8
HCP00735,Internal Medicine,Northeast,-76.087,40.917,T18
HCP00736,Nephrology,South,-92.026,32.473,T8
HCP00737,Nephrology,South,-92.139,33.911,T8
HCP00738,Internal Medicine,Northeast,-67.89,34.988,T17
HCP00739,Cardiology,Midwest,-92.912,39.653,T10
HCP00740,Endocrinology,Midwest,-87.763,45.456,T15
HCP00741,Nephrology,Northeast,-68.713,46.077,T19
HCP00742,Endocrinology,Northeast,-72.739,42.34,T19
HCP00743,Cardiology,West,-117.518,40.215,T2
HCP00744,Nephrology,Midwest,-90.845,39.391,T10
HCP00745,Internal Medicine,West,-115.395,39.663,T2
HCP00746,Geriatrics,Midwest,-96.209,44.941,T7
HCP00747,Internal Medicine,Northeast,-69.094,42.365,T19
HCP00748,Endocrinology,South,-85.843,29.608,T12
HCP00749,Nephrology,West,-115.95,37.344,T1
HCP00750,Nephrology,West,-113.161,38.575,T1
HCP00751,Geriatrics,Midwest,-92.045,47.226,T11
HCP00752,Cardiology,South,-96.655,34.518,T4
HCP00753,Internal Medicine,Northeast,-71.419,38.815,T17
HCP00754,Cardiology,South,-92.482,32.503,T8
HCP00755,Endocrinology,South,-87.966,33.017,T12
HCP00756,Cardiology,West,-115.822,37.964,T1
HCP00757,Endocrinology,West,-119.233,42.854,T3
HCP00758,Internal Medicine,South,-91.513,35.093,T9
HCP00759,Cardiology,West,-116.092,33.818,T0
HCP00760,Geriatrics,Northeast,-75.42,44.444,T19
HCP00761,Internal Medicine,Midwest,-90.585,42.339,T11
HCP00762,Endocrinology,South,-88.852,30.345,T12
HCP00763,Internal Medicine,Northeast,-74.308,39.335,T18
HCP00764,Endocrinology,Northeast,-74.419,40.306,T18
HCP00765,Internal Medicine,South,-89.847,26.358,T8
HCP00766,Cardiology,Midwest,-99.218,42.013,T6
HCP00767,Cardiology,West,-119.434,37.45,T1
HCP00768,Internal Medicine,Midwest,-91.203,44.498,T11
HCP00769,Internal Medicine,West,-119.693,39.796,T2
HCP00770,Internal Medicine,Northeast,-74.204,44.197,T19
HCP00771,Endocrinology,Northeast,-72.68,41.68,T18
HCP00772,Internal Medicine,Midwest,-90.623,43.977,T11
HCP00773,Endocrinology,South,-86.91,27.963,T12
HCP00774,Internal Medicine,Northeast,-72.551,40.487,T18
HCP00775,Internal Medicine,Northeast,-73.18,36.251,T17
HCP00776,Cardiology,West,-117.954,38.631,T1
HCP00777,Cardiology,Midwest,-97.166,41.559,T6
HCP00778,Cardiology,South,-88.268,32.462,T12
HCP00779,Endocrinology,South,-87.282,29.03,T12
HCP00780,Cardiology,West,-109.91,36.518,T5
HCP00781,Nephrology,South,-86.88,27.961,T12
HCP00782,Internal Medicine,Midwest,-92.04,38.036,T9
HCP00783,Endocrinology,Northeast,-71.594,37.71,T17
HCP00784,Geriatrics,Midwest,-97.557,38.585,T5
HCP00785,Internal Medicine,Northeast,-75.365,43.633,T19
HCP00786,Cardiology,Northeast,-78.703,42.8,T15
HCP00787,Internal Medicine,Northeast,-76.78,40.106,T14
HCP00788,Nephrology,Midwest,-88.643,44.253,T15
HCP00789,Endocrinology,Midwest,-87.38,37.369,T13
HCP00790,Nephrology,South,-88.944,30.584,T12
HCP00791,Endocrinology,South,-84.379,32.997,T12
HCP00792,Endocrinology,Midwest,-84.828,49.766,T15
HCP00793,Endocrinology,West,-115.431,38.378,T1
HCP00794,Internal Medicine,Midwest,-88.584,43.931,T15
HCP00795,Cardiology,West,-115.833,38.904,T1
HCP00796,Internal Medicine,West,-114.032,39.172,T2
HCP00797,Cardiology,Northeast,-78.802,42.972,T15
HCP00798,Internal Medicine,West,-110.667,36.94,T5
HCP00799,Internal Medicine,Midwest,-95.544,40.143,T6
HCP00800,Endocrinology,West,-119.299,37.292,T1
HCP00801,Cardiology,Northeast,-73.91,39.6,T18
HCP00802,Cardiology,West,-114.216,39.933,T2
HCP00803,Cardiology,Midwest,-89.186,43.94,T11
HCP00804,Internal Medicine,West,-114.101,34.603,T0
HCP00805,Cardiology,South,-91.21,30.81,T8
HCP00806,Geriatrics,West,-114.377,34.979,T1
HCP00807,Geriatrics,South,-91.377,29.271,T8
HCP00808,Internal Medicine,West,-122.697,39.391,T2
HCP00809,Geriatrics,Midwest,-88.522,40.465,T14
HCP00810,Endocrinology,South,-96.143,32.049,T4
HCP00811,Internal Medicine,South,-91.472,30.132,T8
HCP00812,Endocrinology,South,-98.337,33.781,T4
HCP00813,Internal Medicine,Northeast,-81.531,43.423,T15
HCP00814,Internal Medicine,Northeast,-73.929,37.354,T17
HCP00815,Cardiology,Midwest,-95.674,45.847,T7
HCP00816,Internal Medicine,Northeast,-69.142,40.113,T18
HCP00817,Endocrinology,Northeast,-73.155,36.483,T17
HCP00818,Internal Medicine,West,-121.684,38.017,T1
HCP00819,Internal Medicine,Northeast,-71.893,43.732,T19
HCP00820,Cardiology,West,-113.559,34.64,T0
HCP00821,Cardiology,South,-89.163,34.103,T8
HCP00822,Internal Medicine,South,-85.997,34.774,T12
HCP00823,Endocrinology,West,-109.129,37.796,T5
HCP00824,Nephrology,South,-82.53,32.336,T12
HCP00825,Internal Medicine,Midwest,-93.986,43.34,T7
HCP00826,Cardiology,Northeast,-77.109,40.301,T14
HCP00827,Internal Medicine,South,-85.4,33.667,T12
HCP00828,Internal Medicine,South,-89.863,32.528,T8
HCP00829,Cardiology,Northeast,-66.254,45.83,T19
HCP00830,Internal Medicine,West,-115.935,36.198,T1
HCP00831,Internal Medicine,West,-108.558,34.42,T4
HCP00832,Internal Medicine,Midwest,-85.043,43.857,T15
HCP00833,Internal Medicine,Northeast,-75.026,40.093,T18
HCP00834,Endocrinology,Midwest,-89.226,42.604,T11
HCP00835,Cardiology,South,-89.533,24.173,T8
HCP00836,Endocrinology,Northeast,-69.897,44.844,T19
HCP00837,Cardiology,West,-121.07,35.627,T1
HCP00838,Internal Medicine,South,-86.781,27.724,T12
HCP00839,Internal Medicine,Midwest,-93.42,38.064,T9
HCP00840,Geriatrics,West,-111.106,36.837,T5
HCP00841,Internal Medicine,Midwest,-87.756,39.171,T14
HCP00842,Nephrology,South,-88.484,30.717,T12
HCP00843,Internal Medicine,South,-87.079,29.856,T12
HCP00844,Internal Medicine,South,-87.287,35.094,T13
HCP00845,Internal Medicine,Northeast,-76.675,44.011,T15
HCP00846,Endocrinology,South,-93.436,35.758,T9
HCP00847,Nephrology,South,-85.697,33.692,T12
HCP00848,Geriatrics,Northeast,-68.317,43.596,T19
HCP00849,Internal Medicine,West,-116.731,37.716,T1
HCP00850,Internal Medicine,Midwest,-87.928,45.381,T15
HCP00851,Geriatrics,West,-113.247,37.911,T1
HCP00852,Cardiology,West,-118.206,31.29,T0
HCP00853,Internal Medicine,Northeast,-66.419,45.402,T19
HCP00854,Cardiology,Midwest,-91.745,39.042,T9
HCP00855,Cardiology,Northeast,-77.175,44.193,T15
HCP00856,Nephrology,South,-92.923,30.492,T8
HCP00857,Endocrinology,Northeast,-76.08,41.915,T18
HCP00858,Internal Medicine,Northeast,-70.957,36.953,T17
HCP00859,Cardiology,Northeast,-67.525,47.181,T19
HCP00860,Nephrology,West,-119.101,37.677,T1
HCP00861,Internal Medicine,West,-113.169,35.338,T1
HCP00862,Endocrinology,Northeast,-66.676,45.949,T19
HCP00863,Cardiology,Northeast,-73.979,40.352,T18
HCP00864,Geriatrics,Northeast,-70.76,41.106,T18
HCP00865,Cardiology,South,-95.55,29.905,T4
HCP00866,Internal Medicine,Northeast,-70.167,42.357,T19
HCP00867,Endocrinology,South,-88.882,44.174,T15
HCP00868,Internal Medicine,South,-88.363,32.54,T12
HCP00869,Internal Medicine,South,-90.437,32.499,T8
HCP00870,Internal Medicine,Midwest,-91.779,38.504,T9
HCP00871,Cardiology,South,-95.565,30.593,T4
HCP00872,Cardiology,Northeast,-75.115,38.998,T17
HCP00873,Internal Medicine,Midwest,-90.831,42.652,T11
HCP00874,Internal Medicine,West,-107.658,42.258,T6
HCP00875,Endocrinology,South,-87.687,33.948,T12
HCP00876,Internal Medicine,Northeast,-78.29,42.198,T14
HCP00877,Nephrology,South,-94.571,32.723,T4
HCP00878,Internal Medicine,South,-96.089,31.879,T4
HCP00879,Cardiology,Midwest,-95.701,41.881,T6
HCP00880,Geriatrics,South,-88.74,34.683,T12
HCP00881,Internal Medicine,West,-121.169,42.524,T3
HCP00882,Nephrology,West,-110.419,36.334,T5
HCP00883,Internal Medicine,Midwest,-97.235,41.109,T6
HCP00884,Internal Medicine,Midwest,-91.91,47.608,T11
HCP00885,Geriatrics,Northeast,-71.421,38.345,T17
HCP00886,Internal Medicine,West,-119.588,37.678,T1
HCP00887,Cardiology,West,-116.933,40.182,T2
HCP00888,Nephrology,Midwest,-99.502,37.825,T5
HCP00889,Nephrology,South,-86.841,35.995,T13
HCP00890,Endocrinology,West,-112.974,31.371,T0
HCP00891,Endocrinology,Midwest,-94.363,35.866,T5
HCP00892,Internal Medicine,West,-110.991,30.147,T4
HCP00893,Internal Medicine,Northeast,-72.702,40.198,T18
HCP00894,Geriatrics,Northeast,-74.513,43.013,T19
HCP00895,Internal Medicine,West,-109.151,40.462,T6
HCP00896,Endocrinology,Northeast,-67.349,38.006,T17
HCP00897,Cardiology,Midwest,-92.86,45.971,T11
HCP00898,Endocrinology,South,-85.8,32.357,T12
HCP00899,Cardiology,South,-92.114,30.505,T8
HCP00900,Internal Medicine,South,-90.379,32.255,T8
HCP00901,Endocrinology,South,-94.003,28.906,T4
HCP00902,Nephrology,South,-88.604,34.11,T12
HCP00903,Cardiology,West,-122.352,35.208,T1
HCP00904,Geriatrics,West,-121.175,38.52,T1
HCP00905,Cardiology,West,-107.704,39.554,T6
HCP00906,Cardiology,South,-84.788,30.395,T12
HCP00907,Geriatrics,South,-92.165,29.124,T8
HCP00908,Endocrinology,West,-112.842,42.38,T3
HCP00909,Geriatrics,West,-105.271,44.406,T7
HCP00910,Internal Medicine,West,-116.099,40.741,T2
HCP00911,Endocrinology,Midwest,-92.085,37.897,T9
HCP00912,Internal Medicine,West,-122.44,37.367,T1
HCP00913,Internal Medicine,West,-111.111,38.356,T5
HCP00914,Endocrinology,West,-113.541,35.918,T1
HCP00915,Internal Medicine,West,-116.877,35.517,T1
HCP00916,Cardiology,West,-109.046,37.643,T5
HCP00917,Endocrinology,Midwest,-91.065,41.611,T10
HCP00918,Internal Medicine,South,-96.033,30.773,T4
HCP00919,Endocrinology,South,-88.689,30.048,T12
HCP00920,Cardiology,West,-115.643,36.943,T1
HCP00921,Cardiology,West,-111.353,45.174,T7
HCP00922,Cardiology,South,-78.619,34.261,T12
HCP00923,Endocrinology,Midwest,-93.351,40.352,T10
HCP00924,Nephrology,West,-118.48,37.95,T1
HCP00925,Endocrinology,South,-93.608,33.952,T4
HCP00926,Endocrinology,West,-113.269,41.779,T2
HCP00927,Endocrinology,West,-115.678,38.111,T1
HCP00928,Cardiology,Midwest,-93.509,41.076,T10
HCP00929,Endocrinology,South,-85.039,30.781,T12
HCP00930,Internal Medicine,South,-83.266,35.049,T13
HCP00931,Internal Medicine,Midwest,-97.747,38.229,T5
HCP00932,Endocrinology,Midwest,-89.288,40.867,T10
HCP00933,Internal Medicine,Midwest,-93.346,40.171,T10
HCP00934,Internal Medicine,Northeast,-72.36,46.638,T19
HCP00935,Nephrology,Midwest,-86.981,38.321,T13
HCP00936,Endocrinology,West,-112.63,37.232,T1
HCP00937,Nephrology,West,-114.012,36.089,T1
HCP00938,Cardiology,West,-116.42,34.923,T1
HCP00939,Internal Medicine,South,-90.856,32.871,T8
HCP00940,Internal Medicine,South,-89.23,33.192,T8
HCP00941,Cardiology,South,-85.774,30.7,T12
HCP00942,Internal Medicine,West,-117.306,40.317,T2
HCP00943,Internal Medicine,Northeast,-79.974,48.815,T15
HCP00944,Internal Medicine,Midwest,-90.623,45.289,T11
HCP00945,Geriatrics,Midwest,-92.051,39.149,T10
HCP00946,Cardiology,South,-88.652,39.097,T14
HCP00947,Internal Medicine,Midwest,-90.986,42.135,T10
HCP00948,Endocrinology,South,-91.127,32.7,T8
HCP00949,Cardiology,South,-79.784,30.433,T12
HCP00950,Internal Medicine,West,-120.701,39.209,T2
HCP00951,Cardiology,Midwest,-86.48,38.446,T13
HCP00952,Endocrinology,Northeast,-67.127,44.716,T19
HCP00953,Cardiology,West,-117.598,41.277,T2
HCP00954,Internal Medicine,South,-92.774,30.19,T8
HCP00955,Cardiology,West,-112.84,34.429,T0
HCP00956,Cardiology,West,-117.63,41.627,T2
HCP00957,Nephrology,West,-117.558,35.786,T1
HCP00958,Internal Medicine,South,-90.456,32.437,T8
HCP00959,Internal Medicine,Midwest,-87.811,42.443,T15
HCP00960,Endocrinology,South,-82.612,30.441,T12
HCP00961,Cardiology,West,-115.459,38.121,T1
HCP00962,Internal Medicine,Northeast,-67.827,37.493,T17
HCP00963,Internal Medicine,Northeast,-73.94,42.018,T18
HCP00964,Endocrinology,South,-92.632,34.401,T8
HCP00965,Cardiology,South,-87.592,32.005,T12
HCP00966,Geriatrics,Midwest,-92.156,41.959,T10
HCP00967,Internal Medicine,West,-112.779,38.828,T1
HCP00968,Endocrinology,Northeast,-78.641,41.58,T14
HCP00969,Nephrology,South,-96.498,34.782,T5
HCP00970,Nephrology,South,-95.644,29.324,T4
HCP00971,Internal Medicine,Midwest,-90.646,43.297,T11
HCP00972,Cardiology,South,-84.94,29.565,T12
HCP00973,Cardiology,West,-116.365,37.471,T1
HCP00974,Internal Medicine,West,-115.683,42.107,T2
HCP00975,Endocrinology,West,-122.183,37.163,T1
HCP00976,Endocrinology,Midwest,-83.694,45.629,T15
HCP00977,Internal Medicine,Midwest,-89.937,44.172,T11
HCP00978,Internal Medicine,Northeast,-72.935,42.832,T19
HCP00979,Endocrinology,South,-89.118,28.976,T12
HCP00980,Cardiology,West,-120.071,40.069,T2
HCP00981,Internal Medicine,West,-113.322,36.694,T1
HCP00982,Nephrology,West,-122.014,40.29,T2
HCP00983,Cardiology,Northeast,-78.777,43.332,T15
