hcp_id,month,market_trx,our_trx
HCP00617,2024-02,47,6
HCP00617,2024-03,62,5
HCP00617,2024-04,61,3
HCP00617,2024-05,59,7
HCP00617,2024-06,56,5
HCP00617,2024-07,52,5
HCP00617,2024-08,50,0
HCP00617,2024-09,64,5
HCP00617,2024-10,47,6
HCP00617,2024-11,59,12
HCP00617,2024-12,66,12
HCP00617,2025-01,60,8
HCP00617,2025-02,53,8
HCP00617,2025-03,75,15
HCP00617,2025-04,59,7
HCP00617,2025-05,69,17
HCP00617,2025-06,72,20
HCP00618,2024-01,55,23
HCP00618,2024-02,59,20
HCP00618,2024-03,51,19
HCP00618,2024-04,69,26
HCP00618,2024-05,61,20
HCP00618,2024-06,56,25
HCP00618,2024-07,67,28
HCP00618,2024-08,52,17
HCP00618,2024-09,47,22
HCP00618,2024-10,80,29
HCP00618,2024-11,70,22
HCP00618,2024-12,81,27
HCP00618,2025-01,47,22
HCP00618,2025-02,69,17
HCP00618,2025-03,71,24
HCP00618,2025-04,79,29
HCP00618,2025-05,67,21
HCP00618,2025-06,56,16
HCP00619,2024-01,10,3
HCP00619,2024-02,11,5
HCP00619,2024-03,10,1
HCP00619,2024-04,12,4
HCP00619,2024-05,12,2
HCP00619,2024-06,13,0
HCP00619,2024-07,11,2
HCP00619,2024-08,11,1
HCP00619,2024-09,13,4
HCP00619,2024-10,11,0
HCP00619,2024-11,12,1
HCP00619,2024-12,10,1
HCP00619,2025-01,9,1
HCP00619,2025-02,9,4
HCP00619,2025-03,11,1
HCP00619,2025-04,14,0
HCP00619,2025-05,12,5
HCP00619,2025-06,11,2
HCP00620,2024-01,11,1
HCP00620,2024-02,11,0
HCP00620,2024-03,18,2
HCP00620,2024-04,13,3
HCP00620,2024-05,13,0
HCP00620,2024-06,12,1
HCP00620,2024-07,11,2
HCP00620,2024-08,12,1
HCP00620,2024-09,15,2
HCP00620,2024-10,12,1
HCP00620,2024-11,13,1
HCP00620,2024-12,15,3
HCP00620,2025-01,13,0
HCP00620,2025-02,15,0
HCP00620,2025-03,12,0
HCP00620,2025-04,15,2
HCP00620,2025-05,16,2
HCP00620,2025-06,12,2
HCP00621,2024-01,16,2
HCP00621,2024-02,13,2
HCP00621,2024-03,11,5
HCP00621,2024-04,11,3
HCP00621,2024-05,16,6
HCP00621,2024-06,15,3
HCP00621,2024-07,13,3
HCP00621,2024-08,15,2
HCP00621,2024-09,13,2
HCP00621,2024-10,14,2
HCP00621,2024-11,17,5
HCP00621,2024-12,11,1
HCP00621,2025-01,14,1
HCP00621,2025-02,13,5
HCP00621,2025-03,13,1
HCP00621,2025-04,12,2
HCP00621,2025-05,17,3
HCP00621,2025-06,17,5
HCP00622,2024-01,34,5
HCP00622,2024-02,36,4
HCP00622,2024-03,32,2
HCP00622,2024-04,36,8
HCP00622,2024-05,32,7
HCP00622,2024-06,34,3
HCP00622,2024-07,22,5
HCP00622,2024-08,24,4
HCP00622,2024-09,39,5
HCP00622,2024-10,29,8
HCP00622,2024-11,35,9
HCP00622,2024-12,37,11
HCP00622,2025-01,38,9
HCP00622,2025-02,32,10
HCP00622,2025-03,36,16
HCP00622,2025-04,34,6
HCP00622,2025-05,40,12
HCP00622,2025-06,30,14
HCP00623,2024-01,36,8
HCP00623,2024-02,41,10
HCP00623,2024-03,55,15
HCP00623,2024-04,52,11
HCP00623,2024-05,35,8
HCP00623,2024-06,40,16
HCP00623,2024-07,41,11
HCP00623,2024-08,49,17
HCP00623,2024-09,48,14
HCP00623,2024-10,44,18
HCP00623,2024-11,36,10
HCP00623,2024-12,54,15
HCP00623,2025-01,33,11
HCP00623,2025-02,57,17
HCP00623,2025-03,47,17
HCP00623,2025-04,36,15
HCP00623,2025-05,39,15
HCP00623,2025-06,53,26
HCP00624,2024-01,11,1
HCP00624,2024-02,9,0
HCP00624,2024-03,8,3
HCP00624,2024-04,9,2
HCP00624,2024-05,10,3
HCP00624,2024-06,11,1
HCP00624,2024-07,9,3
HCP00624,2024-08,10,0
HCP00624,2024-09,10,4
HCP00624,2024-10,10,2
HCP00624,2024-11,8,2
HCP00624,2024-12,13,4
HCP00624,2025-01,12,1
HCP00624,2025-02,10,2
HCP00624,2025-03,9,0
HCP00624,2025-04,11,3
HCP00624,2025-05,10,0
HCP00624,2025-06,6,0
HCP00625,2024-01,3,0
HCP00625,2024-02,3,1
HCP00625,2024-03,3,1
HCP00625,2024-04,3,0
HCP00625,2024-05,3,0
HCP00625,2024-06,3,2
HCP00625,2024-07,3,0
HCP00625,2024-08,3,0
HCP00625,2024-09,3,1
HCP00625,2024-10,3,0
HCP00625,2024-11,3,0
HCP00625,2024-12,2,0
HCP00625,2025-01,3,0
HCP00625,2025-02,2,1
HCP00625,2025-03,2,0
HCP00625,2025-04,2,0
HCP00625,2025-05,2,0
HCP00625,2025-06,3,1
HCP00626,2024-01,54,12
HCP00626,2024-02,46,9
HCP00626,2024-03,59,9
HCP00626,2024-04,53,10
HCP00626,2024-05,57,14
HCP00626,2024-06,50,12
HCP00626,2024-07,54,11
HCP00626,2024-08,41,14
HCP00626,2024-09,44,13
HCP00626,2024-10,63,22
HCP00626,2024-11,40,12
HCP00626,2024-12,54,17
HCP00626,2025-01,56,13
HCP00626,2025-02,58,18
HCP00626,2025-03,55,29
HCP00626,2025-04,58,24
HCP00626,2025-05,56,14
HCP00626,2025-06,55,23
HCP00627,2024-01,4,0
HCP00627,2024-02,6,2
HCP00627,2024-03,7,5
HCP00627,2024-04,7,2
HCP00627,2024-05,6,0
HCP00627,2024-06,5,0
HCP00627,2024-07,6,0
HCP00627,2024-08,7,1
HCP00627,2024-09,5,0
HCP00627,2024-10,5,1
HCP00627,2024-11,6,2
HCP00627,2024-12,5,1
HCP00627,2025-01,6,1
HCP00627,2025-02,6,0
HCP00627,2025-03,8,1
HCP00627,2025-04,4,0
HCP00627,2025-05,7,3
HCP00627,2025-06,7,0
HCP00628,2024-01,21,2
HCP00628,2024-02,21,1
HCP00628,2024-03,20,3
HCP00628,2024-04,24,4
HCP00628,2024-05,21,3
HCP00628,2024-06,21,7
HCP00628,2024-07,16,2
HCP00628,2024-08,20,5
HCP00628,2024-09,22,5
HCP00628,2024-10,24,3
HCP00628,2024-11,23,4
HCP00628,2024-12,23,7
HCP00628,2025-01,22,5
HCP00628,2025-02,19,2
HCP00628,2025-03,20,6
HCP00628,2025-04,27,9
HCP00628,2025-05,15,4
HCP00628,2025-06,21,8
HCP00629,2024-01,104,30
HCP00629,2024-02,97,27
HCP00629,2024-03,114,34
HCP00629,2024-04,72,30
HCP00629,2024-05,86,24
HCP00629,2024-06,94,30
HCP00629,2024-07,84,26
HCP00629,2024-08,76,30
HCP00629,2024-09,95,29
HCP00629,2024-10,83,27
HCP00629,2024-11,100,33
HCP00629,2024-12,92,26
HCP00629,2025-01,107,33
HCP00629,2025-02,93,36
HCP00629,2025-03,113,41
HCP00629,2025-04,83,29
HCP00629,2025-05,95,38
HCP00629,2025-06,106,27
HCP00630,2024-01,9,0
HCP00630,2024-02,13,1
HCP00630,2024-03,9,0
HCP00630,2024-04,12,2
HCP00630,2024-05,8,1
HCP00630,2024-06,9,0
HCP00630,2024-07,9,0
HCP00630,2024-08,9,0
HCP00630,2024-09,11,0
HCP00630,2024-10,8,1
HCP00630,2024-11,9,0
HCP00630,2024-12,11,0
HCP00630,2025-01,10,1
HCP00630,2025-02,10,3
HCP00630,2025-03,10,1
HCP00630,2025-04,8,1
HCP00630,2025-05,9,1
HCP00630,2025-06,10,0
HCP00631,2024-01,12,2
HCP00631,2024-02,11,0
HCP00631,2024-03,12,1
HCP00631,2024-04,9,0
HCP00631,2024-05,10,0
HCP00631,2024-06,11,3
HCP00631,2024-07,10,0
HCP00631,2024-08,16,0
HCP00631,2024-09,9,0
HCP00631,2024-10,8,3
HCP00631,2024-11,9,1
HCP00631,2024-12,10,3
HCP00631,2025-01,15,3
HCP00631,2025-02,10,0
HCP00631,2025-03,13,0
HCP00631,2025-04,8,1
HCP00631,2025-05,11,2
HCP00631,2025-06,11,4
HCP00632,2024-01,57,7
HCP00632,2024-02,58,11
HCP00632,2024-03,74,14
HCP00632,2024-04,51,4
HCP00632,2024-05,79,14
HCP00632,2024-06,65,12
HCP00632,2024-07,58,16
HCP00632,2024-08,62,18
HCP00632,2024-09,37,12
HCP00632,2024-10,79,28
HCP00632,2024-11,56,16
HCP00632,2024-12,55,24
HCP00632,2025-01,64,21
HCP00632,2025-02,61,27
HCP00632,2025-03,50,14
HCP00632,2025-04,64,27
HCP00632,2025-05,71,28
HCP00632,2025-06,56,23
HCP00633,2024-01,10,1
HCP00633,2024-02,14,2
HCP00633,2024-03,11,5
HCP00633,2024-04,13,2
HCP00633,2024-05,13,7
HCP00633,2024-06,14,2
HCP00633,2024-07,11,1
HCP00633,2024-08,8,1
HCP00633,2024-09,12,5
HCP00633,2024-10,10,3
HCP00633,2024-11,11,0
HCP00633,2024-12,11,1
HCP00633,2025-01,14,4
HCP00633,2025-02,12,4
HCP00633,2025-03,14,4
HCP00633,2025-04,9,5
HCP00633,2025-05,11,1
HCP00633,2025-06,10,2
HCP00634,2024-01,45,5
HCP00634,2024-02,53,11
HCP00634,2024-03,41,6
HCP00634,2024-04,42,12
HCP00634,2024-05,49,5
HCP00634,2024-06,31,2
HCP00634,2024-07,33,8
HCP00634,2024-08,47,6
HCP00634,2024-09,40,10
HCP00634,2024-10,37,9
HCP00634,2024-11,40,6
HCP00634,2024-12,43,9
HCP00634,2025-01,47,11
HCP00634,2025-02,38,12
HCP00634,2025-03,36,14
HCP00634,2025-04,44,17
HCP00634,2025-05,43,16
HCP00634,2025-06,33,12
HCP00635,2024-01,7,0
HCP00635,2024-02,5,0
HCP00635,2024-03,6,0
HCP00635,2024-04,5,1
HCP00635,2024-05,8,0
HCP00635,2024-06,5,1
HCP00635,2024-07,6,0
HCP00635,2024-08,6,0
HCP00635,2024-09,5,0
HCP00635,2024-10,4,0
HCP00635,2024-11,7,2
HCP00635,2024-12,5,0
HCP00635,2025-01,6,1
HCP00635,2025-02,4,0
HCP00635,2025-03,6,1
HCP00635,2025-04,6,0
HCP00635,2025-05,5,0
HCP00635,2025-06,5,1
HCP00636,2024-01,52,13
HCP00636,2024-02,50,19
HCP00636,2024-03,49,19
HCP00636,2024-04,58,19
HCP00636,2024-05,48,16
HCP00636,2024-06,56,19
HCP00636,2024-07,55,21
HCP00636,2024-08,60,21
HCP00636,2024-09,52,18
HCP00636,2024-10,54,12
HCP00636,2024-11,59,16
HCP00636,2024-12,55,22
HCP00636,2025-01,56,16
HCP00636,2025-02,54,16
HCP00636,2025-03,62,18
HCP00636,2025-04,50,11
HCP00636,2025-05,62,16
HCP00636,2025-06,54,16
HCP00637,2024-01,15,8
HCP00637,2024-02,16,5
HCP00637,2024-03,15,8
HCP00637,2024-04,15,7
HCP00637,2024-05,14,7
HCP00637,2024-06,14,6
HCP00637,2024-07,19,7
HCP00637,2024-08,16,8
HCP00637,2024-09,22,9
HCP00637,2024-10,20,11
HCP00637,2024-11,15,4
HCP00637,2024-12,19,10
HCP00637,2025-01,17,6
HCP00637,2025-02,15,7
HCP00637,2025-03,21,11
HCP00637,2025-04,21,9
HCP00637,2025-05,15,8
HCP00637,2025-06,20,11
HCP00638,2024-01,25,5
HCP00638,2024-02,28,6
HCP00638,2024-03,31,4
HCP00638,2024-04,21,4
HCP00638,2024-05,24,7
HCP00638,2024-06,24,9
HCP00638,2024-07,28,6
HCP00638,2024-08,26,9
HCP00638,2024-09,33,10
HCP00638,2024-10,25,6
HCP00638,2024-11,32,11
HCP00638,2024-12,26,6
HCP00638,2025-01,32,11
HCP00638,2025-02,28,3
HCP00638,2025-03,22,7
HCP00638,2025-04,22,5
HCP00638,2025-05,33,11
HCP00638,2025-06,28,10
HCP00639,2024-01,54,25
HCP00639,2024-02,45,32
HCP00639,2024-03,47,23
HCP00639,2024-04,49,20
HCP00639,2024-05,38,25
HCP00639,2024-06,51,20
HCP00639,2024-07,51,21
HCP00639,2024-08,43,26
HCP00639,2024-09,52,25
HCP00639,2024-10,52,22
HCP00639,2024-11,52,29
HCP00639,2024-12,62,33
HCP00639,2025-01,60,34
HCP00639,2025-02,52,31
HCP00639,2025-03,43,27
HCP00639,2025-04,64,34
HCP00639,2025-05,59,29
HCP00639,2025-06,49,19
HCP00640,2024-01,10,2
HCP00640,2024-02,8,2
HCP00640,2024-03,9,1
HCP00640,2024-04,9,0
HCP00640,2024-05,8,3
HCP00640,2024-06,10,3
HCP00640,2024-07,9,1
HCP00640,2024-08,9,2
HCP00640,2024-09,10,3
HCP00640,2024-10,9,2
HCP00640,2024-11,9,0
HCP00640,2024-12,9,1
HCP00640,2025-01,11,0
HCP00640,2025-02,13,3
HCP00640,2025-03,9,0
HCP00640,2025-04,10,2
HCP00640,2025-05,10,2
HCP00640,2025-06,9,2
HCP00641,2024-01,47,16
HCP00641,2024-02,56,13
HCP00641,2024-03,63,22
HCP00641,2024-04,60,20
HCP00641,2024-05,46,8
HCP00641,2024-06,50,15
HCP00641,2024-07,52,16
HCP00641,2024-08,46,15
HCP00641,2024-09,51,16
HCP00641,2024-10,42,13
HCP00641,2024-11,41,8
HCP00641,2024-12,59,15
HCP00641,2025-01,50,12
HCP00641,2025-02,52,11
HCP00641,2025-03,39,8
HCP00641,2025-04,53,8
HCP00641,2025-05,52,7
HCP00641,2025-06,60,10
HCP00642,2024-01,11,1
HCP00642,2024-02,10,1
HCP00642,2024-03,5,1
HCP00642,2024-04,12,0
HCP00642,2024-05,11,1
HCP00642,2024-06,11,0
HCP00642,2024-07,11,3
HCP00642,2024-08,9,1
HCP00642,2024-09,9,0
HCP00642,2024-10,14,2
HCP00642,2024-11,11,0
HCP00642,2024-12,11,3
HCP00642,2025-01,13,2
HCP00642,2025-02,11,1
HCP00642,2025-03,10,0
HCP00642,2025-04,11,2
HCP00642,2025-05,10,2
HCP00642,2025-06,13,1
HCP00643,2024-01,12,3
HCP00643,2024-02,11,1
HCP00643,2024-03,11,1
HCP00643,2024-04,11,1
HCP00643,2024-05,11,3
HCP00643,2024-06,11,0
HCP00643,2024-07,10,2
HCP00643,2024-08,8,2
HCP00643,2024-09,8,1
HCP00643,2024-10,12,3
HCP00643,2024-11,13,2
HCP00643,2024-12,9,2
HCP00643,2025-01,7,1
HCP00643,2025-02,8,0
HCP00643,2025-03,9,1
HCP00643,2025-04,10,1
HCP00643,2025-05,9,2
HCP00643,2025-06,10,2
HCP00644,2024-01,101,31
HCP00644,2024-02,58,21
HCP00644,2024-03,72,28
HCP00644,2024-04,62,22
HCP00644,2024-05,77,22
HCP00644,2024-06,70,26
HCP00644,2024-07,68,23
HCP00644,2024-08,58,22
HCP00644,2024-09,50,20
HCP00644,2024-10,71,36
HCP00644,2024-11,71,33
HCP00644,2024-12,81,25
HCP00644,2025-01,55,19
HCP00644,2025-02,72,25
HCP00644,2025-03,71,33
HCP00644,2025-04,57,28
HCP00644,2025-05,58,26
HCP00644,2025-06,65,26
HCP00645,2024-01,18,0
HCP00645,2024-02,21,0
HCP00645,2024-03,20,2
HCP00645,2024-04,21,3
HCP00645,2024-05,20,0
HCP00645,2024-06,13,0
HCP00645,2024-07,21,2
HCP00645,2024-08,21,3
HCP00645,2024-09,18,0
HCP00645,2024-10,19,0
HCP00645,2024-11,18,0
HCP00645,2024-12,21,2
HCP00645,2025-01,15,1
HCP00645,2025-02,15,0
HCP00645,2025-03,23,1
HCP00645,2025-04,22,1
HCP00645,2025-05,12,1
HCP00645,2025-06,14,1
HCP00646,2024-01,78,43
HCP00646,2024-02,96,59
HCP00646,2024-03,76,49
HCP00646,2024-04,83,41
HCP00646,2024-05,69,35
HCP00646,2024-06,56,32
HCP00646,2024-07,73,36
HCP00646,2024-08,63,31
HCP00646,2024-09,86,39
HCP00646,2024-10,76,40
HCP00646,2024-11,66,35
HCP00646,2024-12,75,43
HCP00646,2025-01,68,43
HCP00646,2025-02,68,42
HCP00646,2025-03,64,38
HCP00646,2025-04,97,48
HCP00646,2025-05,65,39
HCP00646,2025-06,68,37
HCP00647,2024-01,24,1
HCP00647,2024-02,22,1
HCP00647,2024-03,27,4
HCP00647,2024-04,15,1
HCP00647,2024-05,21,2
HCP00647,2024-06,27,3
HCP00647,2024-07,28,5
HCP00647,2024-08,25,6
HCP00647,2024-09,24,6
HCP00647,2024-10,25,7
HCP00647,2024-11,24,6
HCP00647,2024-12,23,2
HCP00647,2025-01,24,7
HCP00647,2025-02,21,5
HCP00647,2025-03,26,13
HCP00647,2025-04,27,13
HCP00647,2025-05,23,5
HCP00647,2025-06,26,4
HCP00648,2024-01,37,6
HCP00648,2024-02,35,11
HCP00648,2024-03,52,14
HCP00648,2024-04,45,8
HCP00648,2024-05,38,11
HCP00648,2024-06,41,16
HCP00648,2024-07,38,10
HCP00648,2024-08,42,15
HCP00648,2024-09,47,13
HCP00648,2024-10,35,5
HCP00648,2024-11,36,13
HCP00648,2024-12,31,10
HCP00648,2025-01,48,14
HCP00648,2025-02,47,15
HCP00648,2025-03,46,19
HCP00648,2025-04,28,9
HCP00648,2025-05,39,10
HCP00648,2025-06,43,14
HCP00649,2024-01,77,45
HCP00649,2024-02,67,31
HCP00649,2024-03,78,38
HCP00649,2024-04,116,74
HCP00649,2024-05,92,50
HCP00649,2024-06,85,49
HCP00649,2024-07,100,55
HCP00649,2024-08,83,49
HCP00649,2024-09,111,65
HCP00649,2024-10,74,31
HCP00649,2024-11,91,45
HCP00649,2024-12,61,33
HCP00649,2025-01,99,53
HCP00649,2025-02,66,34
HCP00649,2025-03,61,35
HCP00649,2025-04,89,45
HCP00649,2025-05,63,34
HCP00649,2025-06,89,59
HCP00650,2024-01,29,4
HCP00650,2024-02,22,4
HCP00650,2024-03,25,1
HCP00650,2024-04,40,6
HCP00650,2024-05,26,3
HCP00650,2024-06,27,9
HCP00650,2024-07,29,8
HCP00650,2024-08,28,5
HCP00650,2024-09,29,8
HCP00650,2024-10,22,6
HCP00650,2024-11,36,8
HCP00650,2024-12,35,13
HCP00650,2025-01,26,7
HCP00650,2025-02,34,15
HCP00650,2025-03,28,7
HCP00650,2025-04,30,8
HCP00650,2025-05,28,13
HCP00650,2025-06,33,8
HCP00651,2024-01,46,17
HCP00651,2024-02,56,17
HCP00651,2024-03,49,23
HCP00651,2024-04,55,28
HCP00651,2024-05,54,25
HCP00651,2024-06,67,34
HCP00651,2024-07,58,23
HCP00651,2024-08,58,20
HCP00651,2024-09,55,23
HCP00651,2024-10,56,23
HCP00651,2024-11,62,26
HCP00651,2024-12,56,24
HCP00651,2025-01,71,37
HCP00651,2025-02,59,28
HCP00651,2025-03,65,35
HCP00651,2025-04,63,34
HCP00651,2025-05,73,27
HCP00651,2025-06,64,31
HCP00652,2024-01,13,1
HCP00652,2024-02,15,2
HCP00652,2024-03,10,0
HCP00652,2024-04,12,2
HCP00652,2024-05,13,3
HCP00652,2024-06,8,0
HCP00652,2024-07,13,3
HCP00652,2024-08,13,1
HCP00652,2024-09,14,1
HCP00652,2024-10,11,3
HCP00652,2024-11,12,1
HCP00652,2024-12,14,2
HCP00652,2025-01,14,2
HCP00652,2025-02,15,4
HCP00652,2025-03,11,0
HCP00652,2025-04,11,0
HCP00652,2025-05,15,1
HCP00652,2025-06,12,1
HCP00653,2024-01,42,3
HCP00653,2024-02,40,4
HCP00653,2024-03,46,4
HCP00653,2024-04,47,2
HCP00653,2024-05,40,6
HCP00653,2024-06,47,2
HCP00653,2024-07,32,4
HCP00653,2024-08,40,4
HCP00653,2024-09,42,7
HCP00653,2024-10,46,5
HCP00653,2024-11,42,5
HCP00653,2024-12,58,8
HCP00653,2025-01,37,5
HCP00653,2025-02,57,11
HCP00653,2025-03,38,8
HCP00653,2025-04,30,7
HCP00653,2025-05,35,9
HCP00653,2025-06,39,8
HCP00654,2024-01,8,1
HCP00654,2024-02,8,1
HCP00654,2024-03,11,1
HCP00654,2024-04,10,0
HCP00654,2024-05,7,0
HCP00654,2024-06,9,0
HCP00654,2024-07,10,1
HCP00654,2024-08,11,2
HCP00654,2024-09,9,1
HCP00654,2024-10,9,0
HCP00654,2024-11,12,1
HCP00654,2024-12,9,2
HCP00654,2025-01,10,2
HCP00654,2025-02,12,1
HCP00654,2025-03,7,0
HCP00654,2025-04,11,2
HCP00654,2025-05,8,0
HCP00654,2025-06,10,3
HCP00655,2024-01,10,0
HCP00655,2024-02,12,1
HCP00655,2024-03,11,3
HCP00655,2024-04,12,2
HCP00655,2024-05,10,2
HCP00655,2024-06,15,2
HCP00655,2024-07,13,4
HCP00655,2024-08,10,0
HCP00655,2024-09,11,1
HCP00655,2024-10,17,5
HCP00655,2024-11,13,3
HCP00655,2024-12,10,1
HCP00655,2025-01,10,0
HCP00655,2025-02,11,2
HCP00655,2025-03,10,2
HCP00655,2025-04,13,1
HCP00655,2025-05,13,3
HCP00655,2025-06,12,1
HCP00656,2024-01,28,1
HCP00656,2024-02,26,1
HCP00656,2024-03,31,5
HCP00656,2024-04,33,3
HCP00656,2024-05,22,2
HCP00656,2024-06,30,3
HCP00656,2024-07,40,9
HCP00656,2024-08,26,4
HCP00656,2024-09,30,3
HCP00656,2024-10,30,4
HCP00656,2024-11,28,4
HCP00656,2024-12,33,9
HCP00656,2025-01,30,6
HCP00656,2025-02,31,5
HCP00656,2025-03,22,5
HCP00656,2025-04,25,7
HCP00656,2025-05,38,10
HCP00656,2025-06,23,8
HCP00657,2024-01,58,8
HCP00657,2024-02,57,7
HCP00657,2024-03,55,11
HCP00657,2024-04,52,10
HCP00657,2024-05,53,12
HCP00657,2024-06,46,14
HCP00657,2024-07,61,13
HCP00657,2024-08,48,14
HCP00657,2024-09,40,8
HCP00657,2024-10,53,18
HCP00657,2024-11,43,11
HCP00657,2024-12,53,10
HCP00657,2025-01,60,16
HCP00657,2025-02,45,12
HCP00657,2025-03,56,22
HCP00657,2025-04,64,19
HCP00657,2025-05,53,14
HCP00657,2025-06,57,15
HCP00658,2024-01,89,39
HCP00658,2024-02,77,25
HCP00658,2024-03,89,35
HCP00658,2024-04,71,24
HCP00658,2024-05,65,16
HCP00658,2024-06,84,29
HCP00658,2024-07,72,22
HCP00658,2024-08,46,11
HCP00658,2024-09,82,24
HCP00658,2024-10,71,22
HCP00658,2024-11,65,16
HCP00658,2024-12,74,16
HCP00658,2025-01,75,16
HCP00658,2025-02,72,16
HCP00658,2025-03,84,17
HCP00658,2025-04,79,25
HCP00658,2025-05,70,6
HCP00658,2025-06,103,21
HCP00659,2024-01,71,27
HCP00659,2024-02,75,22
HCP00659,2024-03,79,25
HCP00659,2024-04,80,20
HCP00659,2024-05,58,23
HCP00659,2024-06,70,36
HCP00659,2024-07,76,24
HCP00659,2024-08,69,19
HCP00659,2024-09,63,25
HCP00659,2024-10,64,23
HCP00659,2024-11,81,38
HCP00659,2024-12,46,18
HCP00659,2025-01,80,30
HCP00659,2025-02,49,18
HCP00659,2025-03,82,29
HCP00659,2025-04,70,21
HCP00659,2025-05,69,24
HCP00659,2025-06,41,13
HCP00660,2024-01,28,3
HCP00660,2024-02,28,6
HCP00660,2024-03,24,6
HCP00660,2024-04,33,6
HCP00660,2024-05,31,7
HCP00660,2024-06,32,9
HCP00660,2024-07,39,8
HCP00660,2024-08,35,6
HCP00660,2024-09,29,7
HCP00660,2024-10,31,9
HCP00660,2024-11,36,11
HCP00660,2024-12,30,6
HCP00660,2025-01,43,13
HCP00660,2025-02,31,8
HCP00660,2025-03,35,12
HCP00660,2025-04,38,16
HCP00660,2025-05,32,13
HCP00660,2025-06,35,15
HCP00661,2024-01,73,26
HCP00661,2024-02,62,17
HCP00661,2024-03,55,13
HCP00661,2024-04,70,22
HCP00661,2024-05,63,19
HCP00661,2024-06,57,17
HCP00661,2024-07,64,19
HCP00661,2024-08,66,18
HCP00661,2024-09,66,24
HCP00661,2024-10,66,21
HCP00661,2024-11,63,11
HCP00661,2024-12,57,11
HCP00661,2025-01,61,11
HCP00661,2025-02,60,10
HCP00661,2025-03,62,8
HCP00661,2025-04,63,6
HCP00661,2025-05,68,7
HCP00661,2025-06,54,8
HCP00662,2024-01,47,12
HCP00662,2024-02,43,13
HCP00662,2024-03,65,13
HCP00662,2024-04,56,17
HCP00662,2024-05,59,13
HCP00662,2024-06,57,19
HCP00662,2024-07,58,14
HCP00662,2024-08,61,19
HCP00662,2024-09,73,26
HCP00662,2024-10,69,19
HCP00662,2024-11,39,8
HCP00662,2024-12,60,17
HCP00662,2025-01,59,14
HCP00662,2025-02,78,27
HCP00662,2025-03,40,9
HCP00662,2025-04,56,15
HCP00662,2025-05,55,22
HCP00662,2025-06,35,10
HCP00663,2024-01,10,1
HCP00663,2024-02,10,0
HCP00663,2024-03,9,0
HCP00663,2024-04,9,2
HCP00663,2024-05,8,0
HCP00663,2024-06,6,5
HCP00663,2024-07,7,1
HCP00663,2024-08,9,2
HCP00663,2024-09,7,0
HCP00663,2024-10,9,0
HCP00663,2024-11,7,0
HCP00663,2024-12,5,2
HCP00663,2025-01,8,0
HCP00663,2025-02,9,1
HCP00663,2025-03,8,1
HCP00663,2025-04,9,1
HCP00663,2025-05,9,1
HCP00663,2025-06,9,1
HCP00664,2024-01,51,8
HCP00664,2024-02,47,10
HCP00664,2024-03,80,17
HCP00664,2024-04,52,11
HCP00664,2024-05,43,13
HCP00664,2024-06,50,15
HCP00664,2024-07,48,16
HCP00664,2024-08,67,29
HCP00664,2024-09,56,13
HCP00664,2024-10,55,18
HCP00664,2024-11,53,22
HCP00664,2024-12,58,21
HCP00664,2025-01,45,17
HCP00664,2025-02,66,20
HCP00664,2025-03,59,18
HCP00664,2025-04,63,21
HCP00664,2025-05,41,18
HCP00664,2025-06,53,22
HCP00665,2024-01,44,18
HCP00665,2024-02,45,18
HCP00665,2024-03,52,17
HCP00665,2024-04,42,14
HCP00665,2024-05,38,14
HCP00665,2024-06,35,20
HCP00665,2024-07,48,18
HCP00665,2024-08,41,17
HCP00665,2024-09,63,29
HCP00665,2024-10,46,16
HCP00665,2024-11,52,23
HCP00665,2024-12,34,12
HCP00665,2025-01,41,12
HCP00665,2025-02,39,19
HCP00665,2025-03,50,27
HCP00665,2025-04,43,18
HCP00665,2025-05,40,14
HCP00665,2025-06,54,20
HCP00666,2024-01,81,7
HCP00666,2024-02,63,8
HCP00666,2024-03,74,9
HCP00666,2024-04,77,11
HCP00666,2024-05,60,8
HCP00666,2024-06,66,10
HCP00666,2024-07,56,5
HCP00666,2024-08,64,19
HCP00666,2024-09,53,12
HCP00666,2024-10,62,13
HCP00666,2024-11,57,12
HCP00666,2024-12,56,14
HCP00666,2025-01,52,10
HCP00666,2025-02,64,17
HCP00666,2025-03,53,19
HCP00666,2025-04,40,9
HCP00666,2025-05,64,23
HCP00666,2025-06,77,32
HCP00667,2024-01,87,39
HCP00667,2024-02,84,30
HCP00667,2024-03,71,30
HCP00667,2024-04,104,32
HCP00667,2024-05,50,13
HCP00667,2024-06,84,23
HCP00667,2024-07,70,21
HCP00667,2024-08,81,23
HCP00667,2024-09,64,19
HCP00667,2024-10,82,25
HCP00667,2024-11,68,23
HCP00667,2024-12,64,12
HCP00667,2025-01,63,14
HCP00667,2025-02,56,16
HCP00667,2025-03,67,15
HCP00667,2025-04,77,12
HCP00667,2025-05,57,5
HCP00667,2025-06,50,8
HCP00668,2024-01,36,12
HCP00668,2024-02,43,13
HCP00668,2024-03,53,21
HCP00668,2024-04,31,11
HCP00668,2024-05,30,14
HCP00668,2024-06,36,14
HCP00668,2024-07,29,11
HCP00668,2024-08,45,21
HCP00668,2024-09,45,19
HCP00668,2024-10,34,10
HCP00668,2024-11,29,10
HCP00668,2024-12,45,9
HCP00668,2025-01,39,14
HCP00668,2025-02,45,14
HCP00668,2025-03,34,16
