hcp_id,month,calls
HCP01163,2024-04,1
HCP01164,2024-04,4
HCP01165,2024-04,1
HCP01167,2024-04,1
HCP01168,2024-04,1
HCP01172,2024-04,2
HCP01176,2024-04,3
HCP01178,2024-04,1
HCP01179,2024-04,1
HCP01180,2024-04,1
HCP01185,2024-04,2
HCP01187,2024-04,2
HCP01188,2024-04,1
HCP01190,2024-04,2
HCP01196,2024-04,2
HCP01198,2024-04,1
HCP01200,2024-04,1
HCP01207,2024-04,3
HCP01208,2024-04,2
HCP01209,2024-04,1
HCP01210,2024-04,2
HCP01211,2024-04,1
HCP01213,2024-04,1
HCP01217,2024-04,1
HCP01219,2024-04,1
HCP01220,2024-04,1
HCP01221,2024-04,1
HCP01224,2024-04,5
HCP01225,2024-04,1
HCP01227,2024-04,1
HCP01230,2024-04,1
HCP01231,2024-04,8
HCP01232,2024-04,2
HCP01233,2024-04,3
HCP01238,2024-04,1
HCP01239,2024-04,3
HCP01241,2024-04,5
HCP01242,2024-04,2
HCP01245,2024-04,1
HCP01247,2024-04,1
HCP01248,2024-04,1
HCP01249,2024-04,1
HCP01252,2024-04,3
HCP01253,2024-04,1
HCP01254,2024-04,3
HCP01255,2024-04,2
HCP01259,2024-04,2
HCP01262,2024-04,2
HCP01263,2024-04,1
HCP01276,2024-04,1
HCP01277,2024-04,1
HCP01283,2024-04,2
HCP01285,2024-04,4
HCP01288,2024-04,2
HCP01289,2024-04,3
HCP01290,2024-04,1
HCP01291,2024-04,2
HCP01293,2024-04,2
HCP01295,2024-04,2
HCP01297,2024-04,5
HCP01300,2024-04,5
HCP01301,2024-04,1
HCP01303,2024-04,3
HCP01305,2024-04,2
HCP01307,2024-04,1
HCP01308,2024-04,1
HCP01309,2024-04,1
HCP01311,2024-04,1
HCP01312,2024-04,2
HCP01313,2024-04,1
HCP01315,2024-04,3
HCP01316,2024-04,1
HCP01318,2024-04,2
HCP01319,2024-04,1
HCP01322,2024-04,3
HCP01324,2024-04,1
HCP01327,2024-04,1
HCP01333,2024-04,4
HCP01336,2024-04,1
HCP01338,2024-04,1
HCP01339,2024-04,1
HCP01340,2024-04,1
HCP01345,2024-04,3
HCP01347,2024-04,2
HCP01348,2024-04,1
HCP01349,2024-04,2
HCP01350,2024-04,1
HCP01351,2024-04,2
HCP01354,2024-04,1
HCP01355,2024-04,1
HCP01356,2024-04,1
HCP01358,2024-04,1
HCP01359,2024-04,2
HCP01363,2024-04,1
HCP01364,2024-04,3
HCP01365,2024-04,1
HCP01367,2024-04,1
HCP01370,2024-04,8
HCP01371,2024-04,2
HCP01373,2024-04,1
HCP01375,2024-04,1
HCP01376,2024-04,1
HCP01377,2024-04,2
HCP01379,2024-04,1
HCP01381,2024-04,2
HCP01382,2024-04,1
HCP01384,2024-04,1
HCP01385,2024-04,2
HCP01387,2024-04,6
HCP01389,2024-04,2
HCP01390,2024-04,1
HCP01392,2024-04,1
HCP01393,2024-04,1
HCP01394,2024-04,1
HCP01395,2024-04,1
HCP01401,2024-04,2
HCP01402,2024-04,1
HCP01404,2024-04,1
HCP01409,2024-04,3
HCP01415,2024-04,3
HCP01417,2024-04,2
HCP01418,2024-04,1
HCP01419,2024-04,3
HCP01422,2024-04,5
HCP01423,2024-04,1
HCP01426,2024-04,1
HCP01427,2024-04,1
HCP01428,2024-04,1
HCP01429,2024-04,2
HCP01431,2024-04,1
HCP01434,2024-04,1
HCP01437,2024-04,1
HCP01443,2024-04,1
HCP01444,2024-04,1
HCP01450,2024-04,1
HCP01451,2024-04,2
HCP01453,2024-04,1
HCP01455,2024-04,2
HCP01459,2024-04,1
HCP01461,2024-04,1
HCP01463,2024-04,2
HCP01465,2024-04,3
HCP01467,2024-04,1
HCP01474,2024-04,1
HCP01475,2024-04,2
HCP01476,2024-04,1
HCP01477,2024-04,1
HCP01479,2024-04,1
HCP01480,2024-04,2
HCP01481,2024-04,1
HCP01482,2024-04,1
HCP01483,2024-04,2
HCP01484,2024-04,1
HCP01485,2024-04,1
HCP01489,2024-04,1
HCP01490,2024-04,1
HCP01492,2024-04,1
HCP01493,2024-04,1
HCP01495,2024-04,5
HCP01496,2024-04,3
HCP01499,2024-04,1
HCP01500,2024-04,1
HCP01501,2024-04,1
HCP01502,2024-04,1
HCP01504,2024-04,2
HCP01505,2024-04,2
HCP01506,2024-04,1
HCP01507,2024-04,1
HCP01508,2024-04,2
HCP01514,2024-04,1
HCP01516,2024-04,1
HCP01517,2024-04,1
HCP01518,2024-04,4
HCP01522,2024-04,1
HCP01524,2024-04,1
HCP01525,2024-04,1
HCP01531,2024-04,1
HCP01533,2024-04,3
HCP01534,2024-04,1
HCP01536,2024-04,2
HCP01539,2024-04,1
HCP01541,2024-04,1
HCP01542,2024-04,1
HCP01543,2024-04,2
HCP01545,2024-04,1
HCP01546,2024-04,1
HCP01547,2024-04,1
HCP01548,2024-04,1
HCP01549,2024-04,3
HCP01553,2024-04,2
HCP01554,2024-04,1
HCP01557,2024-04,1
HCP01559,2024-04,1
HCP01560,2024-04,1
HCP01562,2024-04,2
HCP01563,2024-04,1
HCP01564,2024-04,1
HCP01569,2024-04,1
HCP01573,2024-04,1
HCP01574,2024-04,2
HCP01575,2024-04,4
HCP01578,2024-04,1
HCP01583,2024-04,1
HCP01584,2024-04,1
HCP01586,2024-04,1
HCP01588,2024-04,1
HCP01589,2024-04,2
HCP01591,2024-04,2
HCP01594,2024-04,2
HCP01599,2024-04,1
HCP01602,2024-04,4
HCP01603,2024-04,2
HCP01604,2024-04,6
HCP01605,2024-04,1
HCP01607,2024-04,1
HCP01609,2024-04,2
HCP01610,2024-04,3
HCP01614,2024-04,1
HCP01615,2024-04,1
HCP01616,2024-04,2
HCP01617,2024-04,1
HCP01620,2024-04,1
HCP01621,2024-04,2
HCP01625,2024-04,1
HCP01626,2024-04,1
HCP01627,2024-04,2
HCP01630,2024-04,1
HCP01631,2024-04,1
HCP01634,2024-04,1
HCP01636,2024-04,1
HCP01637,2024-04,2
HCP01639,2024-04,4
HCP01640,2024-04,3
HCP01641,2024-04,1
HCP01642,2024-04,4
HCP01648,2024-04,1
HCP01650,2024-04,1
HCP01651,2024-04,1
HCP01652,2024-04,1
HCP01655,2024-04,1
HCP01657,2024-04,2
HCP01664,2024-04,2
HCP01667,2024-04,2
HCP01669,2024-04,1
HCP01670,2024-04,1
HCP01671,2024-04,3
HCP01672,2024-04,1
HCP01673,2024-04,2
HCP01676,2024-04,1
HCP01677,2024-04,4
HCP01678,2024-04,1
HCP01681,2024-04,1
HCP01682,2024-04,2
HCP01683,2024-04,1
HCP01686,2024-04,4
HCP01687,2024-04,2
HCP01688,2024-04,1
HCP01690,2024-04,9
HCP01691,2024-04,2
HCP01693,2024-04,3
HCP01694,2024-04,1
HCP01695,2024-04,1
HCP01696,2024-04,1
HCP01699,2024-04,3
HCP01700,2024-04,1
HCP01702,2024-04,1
HCP01703,2024-04,4
HCP01706,2024-04,1
HCP01707,2024-04,2
HCP01709,2024-04,2
HCP01711,2024-04,1
HCP01714,2024-04,1
HCP01716,2024-04,2
HCP01717,2024-04,1
HCP01720,2024-04,2
HCP01722,2024-04,1
HCP01723,2024-04,1
HCP01724,2024-04,1
HCP01725,2024-04,2
HCP01726,2024-04,4
HCP01729,2024-04,4
HCP01730,2024-04,1
HCP01733,2024-04,1
HCP01735,2024-04,2
HCP01737,2024-04,1
HCP01740,2024-04,3
HCP01741,2024-04,3
HCP01744,2024-04,1
HCP01745,2024-04,2
HCP01747,2024-04,1
HCP01748,2024-04,2
HCP01753,2024-04,3
HCP01755,2024-04,1
HCP01756,2024-04,1
HCP01757,2024-04,3
HCP01758,2024-04,2
HCP01761,2024-04,1
HCP01763,2024-04,1
HCP01764,2024-04,1
HCP01765,2024-04,2
HCP01767,2024-04,1
HCP01768,2024-04,3
HCP01775,2024-04,1
HCP01780,2024-04,1
HCP01781,2024-04,1
HCP01783,2024-04,1
HCP01784,2024-04,5
HCP01785,2024-04,2
HCP01786,2024-04,2
HCP01787,2024-04,1
HCP01788,2024-04,2
HCP01794,2024-04,1
HCP01796,2024-04,2
HCP01798,2024-04,1
HCP01800,2024-04,3
HCP01801,2024-04,1
HCP01802,2024-04,1
HCP01805,2024-04,4
HCP01806,2024-04,2
HCP01807,2024-04,4
HCP01809,2024-04,1
HCP01810,2024-04,1
HCP01812,2024-04,1
HCP01813,2024-04,3
HCP01816,2024-04,4
HCP01819,2024-04,1
HCP01820,2024-04,6
HCP01821,2024-04,2
HCP01826,2024-04,1
HCP01827,2024-04,4
HCP01828,2024-04,1
HCP01829,2024-04,1
HCP01833,2024-04,2
HCP01835,2024-04,1
HCP01836,2024-04,1
HCP01837,2024-04,1
HCP01839,2024-04,2
HCP01840,2024-04,1
HCP01843,2024-04,2
HCP01844,2024-04,1
HCP01847,2024-04,2
HCP01851,2024-04,7
HCP01852,2024-04,3
HCP01854,2024-04,2
HCP01855,2024-04,1
HCP01861,2024-04,1
HCP01864,2024-04,5
HCP01865,2024-04,2
HCP01866,2024-04,2
HCP01868,2024-04,3
HCP01869,2024-04,1
HCP01871,2024-04,2
HCP01874,2024-04,1
HCP01881,2024-04,4
HCP01883,2024-04,4
HCP01884,2024-04,1
HCP01888,2024-04,6
HCP01890,2024-04,1
HCP01891,2024-04,1
HCP01892,2024-04,6
HCP01897,2024-04,3
HCP01898,2024-04,4
HCP01900,2024-04,1
HCP01903,2024-04,1
HCP01904,2024-04,3
HCP01905,2024-04,2
HCP01907,2024-04,3
HCP01908,2024-04,1
HCP01910,2024-04,1
HCP01912,2024-04,1
HCP01916,2024-04,2
HCP01917,2024-04,2
HCP01918,2024-04,2
HCP01919,2024-04,2
HCP01920,2024-04,1
HCP01921,2024-04,3
HCP01922,2024-04,1
HCP01924,2024-04,1
HCP01925,2024-04,2
HCP01928,2024-04,1
HCP01930,2024-04,1
HCP01932,2024-04,1
HCP01935,2024-04,1
HCP01936,2024-04,2
HCP01937,2024-04,2
HCP01938,2024-04,2
HCP01941,2024-04,2
HCP01946,2024-04,1
HCP01947,2024-04,1
HCP01950,2024-04,1
HCP01951,2024-04,1
HCP01952,2024-04,1
HCP01953,2024-04,1
HCP01954,2024-04,4
HCP01956,2024-04,2
HCP01957,2024-04,1
HCP01960,2024-04,3
HCP01961,2024-04,2
HCP01962,2024-04,4
HCP01963,2024-04,1
HCP01967,2024-04,3
HCP01968,2024-04,1
HCP01969,2024-04,2
HCP01970,2024-04,1
HCP01971,2024-04,1
HCP01972,2024-04,3
HCP01973,2024-04,2
HCP01975,2024-04,1
HCP01976,2024-04,1
HCP01978,2024-04,3
HCP01979,2024-04,1
HCP01980,2024-04,3
HCP01981,2024-04,1
HCP01982,2024-04,1
HCP01987,2024-04,3
HCP01991,2024-04,1
HCP01993,2024-04,1
HCP01995,2024-04,2
HCP01996,2024-04,1
HCP02001,2024-04,1
HCP02003,2024-04,2
HCP02004,2024-04,2
HCP02008,2024-04,2
HCP02010,2024-04,2
HCP02011,2024-04,2
HCP02013,2024-04,5
HCP02017,2024-04,1
HCP02019,2024-04,1
HCP02025,2024-04,1
HCP02027,2024-04,1
HCP02031,2024-04,2
HCP02032,2024-04,1
HCP02033,2024-04,1
HCP02038,2024-04,1
HCP02040,2024-04,1
HCP02041,2024-04,1
HCP02042,2024-04,1
HCP02044,2024-04,1
HCP02045,2024-04,10
HCP02046,2024-04,1
HCP02047,2024-04,4
HCP02049,2024-04,1
HCP02050,2024-04,6
HCP02051,2024-04,2
HCP02052,2024-04,2
HCP02057,2024-04,1
HCP02059,2024-04,4
HCP02060,2024-04,1
HCP02062,2024-04,1
HCP02064,2024-04,1
HCP02066,2024-04,1
HCP02068,2024-04,1
HCP02070,2024-04,3
HCP02071,2024-04,4
HCP02073,2024-04,1
HCP02075,2024-04,1
HCP02076,2024-04,1
HCP02077,2024-04,1
HCP02078,2024-04,2
HCP02079,2024-04,1
HCP02081,2024-04,4
HCP02082,2024-04,1
HCP02083,2024-04,2
HCP02084,2024-04,2
HCP02085,2024-04,1
HCP02087,2024-04,2
HCP02094,2024-04,5
HCP02096,2024-04,1
HCP02097,2024-04,1
HCP02102,2024-04,1
HCP02105,2024-04,1
HCP02109,2024-04,1
HCP02111,2024-04,1
HCP02112,2024-04,4
HCP02115,2024-04,2
HCP02116,2024-04,1
HCP02117,2024-04,1
HCP02120,2024-04,3
HCP02122,2024-04,1
HCP02123,2024-04,1
HCP02124,2024-04,1
HCP02129,2024-04,1
HCP02131,2024-04,1
HCP02133,2024-04,1
HCP02135,2024-04,1
HCP02136,2024-04,2
HCP02139,2024-04,3
HCP02140,2024-04,3
HCP02141,2024-04,2
HCP02143,2024-04,2
HCP02146,2024-04,1
HCP02148,2024-04,1
HCP02150,2024-04,1
HCP02152,2024-04,1
HCP02154,2024-04,4
HCP02156,2024-04,2
HCP02157,2024-04,1
HCP02158,2024-04,2
HCP02160,2024-04,2
HCP02161,2024-04,1
HCP02162,2024-04,2
HCP02163,2024-04,4
HCP02166,2024-04,4
HCP02167,2024-04,1
HCP02168,2024-04,1
HCP02169,2024-04,4
HCP02174,2024-04,2
HCP02175,2024-04,5
HCP02176,2024-04,4
HCP02178,2024-04,1
HCP02182,2024-04,3
HCP02191,2024-04,2
HCP02192,2024-04,5
HCP02197,2024-04,1
HCP02199,2024-04,10
HCP02200,2024-04,3
HCP02203,2024-04,1
HCP02206,2024-04,1
HCP02208,2024-04,1
HCP02209,2024-04,1
HCP02214,2024-04,1
HCP02215,2024-04,1
HCP02216,2024-04,3
HCP02218,2024-04,1
HCP02222,2024-04,2
HCP02223,2024-04,1
HCP02224,2024-04,3
HCP02225,2024-04,2
HCP02228,2024-04,4
HCP02230,2024-04,1
HCP02231,2024-04,1
HCP02233,2024-04,2
HCP02239,2024-04,1
HCP02241,2024-04,3
HCP02245,2024-04,1
HCP02247,2024-04,1
HCP02249,2024-04,1
HCP02252,2024-04,2
HCP02254,2024-04,2
HCP02255,2024-04,3
HCP02258,2024-04,5
HCP02259,2024-04,5
HCP02260,2024-04,1
HCP02261,2024-04,1
HCP02265,2024-04,2
HCP02266,2024-04,1
HCP02269,2024-04,5
HCP02270,2024-04,1
HCP02271,2024-04,1
HCP02273,2024-04,5
HCP02274,2024-04,1
HCP02275,2024-04,2
HCP02277,2024-04,11
HCP02278,2024-04,1
HCP02279,2024-04,2
HCP02280,2024-04,2
HCP02282,2024-04,1
HCP02285,2024-04,1
HCP02286,2024-04,2
HCP02287,2024-04,2
HCP02288,2024-04,2
HCP02289,2024-04,1
HCP02292,2024-04,1
HCP02293,2024-04,2
HCP02294,2024-04,1
HCP02295,2024-04,1
HCP02298,2024-04,3
HCP02299,2024-04,1
HCP02300,2024-04,1
HCP02301,2024-04,3
HCP02302,2024-04,1
HCP02304,2024-04,1
HCP02305,2024-04,1
HCP02306,2024-04,1
HCP02310,2024-04,1
HCP02311,2024-04,2
HCP02317,2024-04,1
HCP02318,2024-04,3
HCP02319,2024-04,1
HCP02322,2024-04,2
HCP02323,2024-04,1
HCP02325,2024-04,2
HCP02326,2024-04,7
HCP02327,2024-04,1
HCP02330,2024-04,1
HCP02331,2024-04,1
HCP02332,2024-04,2
HCP02333,2024-04,7
HCP02334,2024-04,1
HCP02335,2024-04,1
HCP02339,2024-04,1
HCP02340,2024-04,3
HCP02341,2024-04,2
HCP02345,2024-04,2
HCP02346,2024-04,1
HCP02347,2024-04,1
HCP02350,2024-04,5
HCP02351,2024-04,5
HCP02352,2024-04,3
HCP02354,2024-04,1
HCP02355,2024-04,1
HCP02356,2024-04,1
HCP02358,2024-04,2
HCP02359,2024-04,1
HCP02360,2024-04,2
HCP02361,2024-04,1
HCP02362,2024-04,1
HCP02363,2024-04,3
HCP02365,2024-04,1
HCP02366,2024-04,1
HCP02367,2024-04,2
HCP02368,2024-04,1
HCP02369,2024-04,1
HCP02370,2024-04,2
HCP02372,2024-04,1
HCP02373,2024-04,2
HCP02374,2024-04,2
HCP02375,2024-04,3
HCP02378,2024-04,1
HCP02381,2024-04,1
HCP02383,2024-04,1
HCP02384,2024-04,2
HCP02387,2024-04,1
HCP02389,2024-04,1
HCP02391,2024-04,2
HCP02392,2024-04,1
HCP02394,2024-04,1
HCP02396,2024-04,6
HCP02397,2024-04,2
HCP02398,2024-04,1
HCP02399,2024-04,1
HCP02400,2024-04,1
HCP02401,2024-04,1
HCP02402,2024-04,2
HCP02404,2024-04,3
HCP02405,2024-04,3
HCP02410,2024-04,1
HCP02412,2024-04,2
HCP02414,2024-04,1
HCP02415,2024-04,4
HCP02418,2024-04,1
HCP02419,2024-04,1
HCP02422,2024-04,1
HCP02425,2024-04,2
HCP02426,2024-04,4
HCP02428,2024-04,4
HCP02429,2024-04,1
HCP02433,2024-04,1
HCP02434,2024-04,2
HCP02438,2024-04,2
HCP02439,2024-04,1
HCP02440,2024-04,1
HCP02445,2024-04,2
HCP02446,2024-04,2
HCP02447,2024-04,1
HCP02449,2024-04,5
HCP02452,2024-04,6
HCP02453,2024-04,3
HCP02455,2024-04,4
HCP02456,2024-04,1
HCP02457,2024-04,2
HCP02461,2024-04,1
HCP02462,2024-04,2
HCP02465,2024-04,2
HCP02466,2024-04,7
HCP02467,2024-04,1
HCP02468,2024-04,1
HCP02473,2024-04,2
HCP02474,2024-04,2
HCP02478,2024-04,2
HCP02480,2024-04,1
HCP02482,2024-04,1
HCP02483,2024-04,1
HCP02485,2024-04,1
HCP02486,2024-04,1
HCP02487,2024-04,1
HCP02493,2024-04,1
HCP02494,2024-04,2
HCP02495,2024-04,2
HCP02496,2024-04,2
HCP02497,2024-04,1
HCP02498,2024-04,4
HCP02499,2024-04,2
HCP02500,2024-04,5
HCP00004,2024-05,2
HCP00005,2024-05,2
HCP00009,2024-05,2
HCP00010,2024-05,1
HCP00018,2024-05,2
HCP00022,2024-05,2
HCP00023,2024-05,1
HCP00025,2024-05,2
HCP00027,2024-05,1
HCP00028,2024-05,3
HCP00030,2024-05,4
HCP00032,2024-05,1
HCP00036,2024-05,2
HCP00039,2024-05,5
HCP00040,2024-05,5
HCP00047,2024-05,1
HCP00048,2024-05,1
HCP00050,2024-05,5
HCP00051,2024-05,1
HCP00055,2024-05,1
HCP00058,2024-05,1
HCP00059,2024-05,4
HCP00060,2024-05,1
HCP00061,2024-05,1
HCP00063,2024-05,9
HCP00065,2024-05,5
HCP00072,2024-05,1
HCP00074,2024-05,2
HCP00077,2024-05,3
HCP00080,2024-05,3
HCP00081,2024-05,2
HCP00082,2024-05,1
HCP00083,2024-05,1
HCP00084,2024-05,4
HCP00086,2024-05,2
HCP00087,2024-05,2
HCP00088,2024-05,1
HCP00090,2024-05,1
HCP00092,2024-05,5
HCP00093,2024-05,4
HCP00094,2024-05,1
HCP00095,2024-05,2
HCP00097,2024-05,1
HCP00099,2024-05,1
HCP00102,2024-05,3
HCP00104,2024-05,2
HCP00105,2024-05,4
HCP00108,2024-05,1
HCP00109,2024-05,1
HCP00110,2024-05,2
HCP00115,2024-05,1
HCP00116,2024-05,1
HCP00118,2024-05,2
HCP00119,2024-05,6
HCP00120,2024-05,2
HCP00124,2024-05,1
HCP00129,2024-05,3
HCP00134,2024-05,2
HCP00137,2024-05,1
HCP00138,2024-05,2
HCP00141,2024-05,2
HCP00142,2024-05,3
HCP00143,2024-05,1
HCP00144,2024-05,2
HCP00145,2024-05,2
HCP00146,2024-05,1
HCP00149,2024-05,2
HCP00151,2024-05,2
HCP00152,2024-05,3
HCP00156,2024-05,1
HCP00157,2024-05,1
HCP00159,2024-05,1
HCP00161,2024-05,1
HCP00162,2024-05,1
HCP00168,2024-05,7
HCP00169,2024-05,3
HCP00172,2024-05,3
HCP00177,2024-05,1
HCP00178,2024-05,4
HCP00179,2024-05,2
HCP00182,2024-05,4
HCP00183,2024-05,4
HCP00185,2024-05,2
HCP00187,2024-05,4
HCP00188,2024-05,1
HCP00189,2024-05,2
HCP00190,2024-05,2
HCP00193,2024-05,4
HCP00196,2024-05,1
HCP00201,2024-05,1
HCP00204,2024-05,1
HCP00206,2024-05,3
HCP00209,2024-05,1
HCP00213,2024-05,3
HCP00218,2024-05,1
HCP00225,2024-05,1
HCP00226,2024-05,1
HCP00227,2024-05,5
HCP00230,2024-05,1
HCP00233,2024-05,1
HCP00236,2024-05,1
HCP00238,2024-05,2
HCP00239,2024-05,1
HCP00241,2024-05,1
HCP00242,2024-05,5
HCP00244,2024-05,2
HCP00247,2024-05,6
HCP00250,2024-05,1
HCP00252,2024-05,1
HCP00253,2024-05,1
HCP00254,2024-05,2
HCP00256,2024-05,1
HCP00258,2024-05,1
HCP00260,2024-05,1
HCP00261,2024-05,2
HCP00263,2024-05,5
HCP00264,2024-05,1
HCP00265,2024-05,1
HCP00267,2024-05,1
HCP00268,2024-05,2
HCP00269,2024-05,1
HCP00270,2024-05,2
HCP00271,2024-05,1
HCP00272,2024-05,1
HCP00273,2024-05,1
HCP00278,2024-05,1
HCP00279,2024-05,1
HCP00280,2024-05,1
HCP00283,2024-05,1
HCP00285,2024-05,1
HCP00286,2024-05,1
HCP00289,2024-05,2
HCP00291,2024-05,1
HCP00292,2024-05,1
HCP00293,2024-05,4
HCP00294,2024-05,1
HCP00295,2024-05,2
HCP00296,2024-05,1
HCP00297,2024-05,1
HCP00298,2024-05,1
HCP00300,2024-05,1
HCP00303,2024-05,2
HCP00304,2024-05,1
HCP00306,2024-05,1
HCP00308,2024-05,4
HCP00309,2024-05,1
HCP00310,2024-05,2
HCP00312,2024-05,1
HCP00314,2024-05,1
HCP00315,2024-05,1
HCP00316,2024-05,2
HCP00319,2024-05,4
HCP00321,2024-05,1
HCP00322,2024-05,2
HCP00327,2024-05,3
HCP00328,2024-05,1
HCP00329,2024-05,1
HCP00332,2024-05,1
HCP00333,2024-05,2
HCP00335,2024-05,1
HCP00338,2024-05,2
HCP00339,2024-05,1
HCP00342,2024-05,2
HCP00344,2024-05,3
HCP00345,2024-05,2
HCP00348,2024-05,2
HCP00350,2024-05,2
HCP00352,2024-05,1
HCP00353,2024-05,1
HCP00354,2024-05,1
HCP00355,2024-05,5
HCP00356,2024-05,1
HCP00361,2024-05,2
HCP00362,2024-05,1
HCP00363,2024-05,2
HCP00364,2024-05,2
HCP00367,2024-05,1
HCP00369,2024-05,1
HCP00371,2024-05,6
HCP00372,2024-05,1
HCP00373,2024-05,1
HCP00374,2024-05,2
HCP00375,2024-05,1
HCP00376,2024-05,1
HCP00378,2024-05,2
HCP00380,2024-05,2
HCP00383,2024-05,1
HCP00384,2024-05,1
HCP00385,2024-05,1
HCP00388,2024-05,1
HCP00389,2024-05,1
HCP00392,2024-05,2
HCP00395,2024-05,3
HCP00396,2024-05,3
HCP00401,2024-05,2
HCP00403,2024-05,1
HCP00404,2024-05,6
HCP00406,2024-05,1
HCP00407,2024-05,2
HCP00409,2024-05,2
HCP00410,2024-05,1
HCP00411,2024-05,3
HCP00412,2024-05,1
HCP00416,2024-05,1
HCP00417,2024-05,2
HCP00421,2024-05,5
HCP00422,2024-05,4
HCP00423,2024-05,1
HCP00424,2024-05,1
HCP00425,2024-05,2
HCP00427,2024-05,1
HCP00428,2024-05,1
HCP00431,2024-05,1
HCP00432,2024-05,2
HCP00433,2024-05,2
HCP00434,2024-05,1
HCP00435,2024-05,3
HCP00436,2024-05,1
HCP00439,2024-05,1
HCP00440,2024-05,1
HCP00441,2024-05,2
HCP00444,2024-05,1
HCP00445,2024-05,2
HCP00446,2024-05,1
HCP00447,2024-05,1
HCP00450,2024-05,1
HCP00451,2024-05,4
HCP00456,2024-05,6
HCP00457,2024-05,2
HCP00458,2024-05,1
HCP00459,2024-05,3
HCP00460,2024-05,2
HCP00464,2024-05,3
HCP00465,2024-05,3
HCP00467,2024-05,2
HCP00471,2024-05,2
HCP00473,2024-05,1
HCP00474,2024-05,1
HCP00476,2024-05,1
HCP00477,2024-05,2
HCP00478,2024-05,4
HCP00479,2024-05,2
HCP00480,2024-05,2
HCP00482,2024-05,1
HCP00484,2024-05,3
HCP00487,2024-05,1
HCP00492,2024-05,2
HCP00494,2024-05,1
HCP00495,2024-05,1
HCP00496,2024-05,1
HCP00502,2024-05,6
HCP00507,2024-05,2
HCP00508,2024-05,2
HCP00509,2024-05,1
HCP00518,2024-05,1
HCP00520,2024-05,1
HCP00521,2024-05,3
HCP00524,2024-05,1
HCP00525,2024-05,1
HCP00526,2024-05,1
HCP00528,2024-05,2
HCP00529,2024-05,1
HCP00530,2024-05,3
HCP00534,2024-05,1
HCP00535,2024-05,1
HCP00536,2024-05,1
HCP00537,2024-05,1
HCP00539,2024-05,1
HCP00540,2024-05,1
HCP00541,2024-05,2
HCP00542,2024-05,2
HCP00543,2024-05,1
HCP00544,2024-05,1
HCP00547,2024-05,2
HCP00549,2024-05,3
HCP00551,2024-05,1
HCP00555,2024-05,1
HCP00556,2024-05,1
HCP00560,2024-05,1
HCP00561,2024-05,5
HCP00563,2024-05,4
HCP00564,2024-05,3
HCP00565,2024-05,1
HCP00567,2024-05,1
HCP00573,2024-05,1
HCP00574,2024-05,1
HCP00578,2024-05,3
HCP00580,2024-05,2
HCP00581,2024-05,3
HCP00583,2024-05,1
HCP00587,2024-05,2
HCP00589,2024-05,2
HCP00591,2024-05,1
HCP00592,2024-05,3
HCP00596,2024-05,2
HCP00598,2024-05,1
HCP00599,2024-05,1
HCP00601,2024-05,1
HCP00604,2024-05,2
HCP00608,2024-05,1
HCP00609,2024-05,1
HCP00617,2024-05,3
HCP00618,2024-05,1
HCP00619,2024-05,2
HCP00622,2024-05,1
HCP00624,2024-05,1
HCP00625,2024-05,1
HCP00626,2024-05,2
HCP00628,2024-05,1
HCP00629,2024-05,1
HCP00632,2024-05,1
HCP00636,2024-05,1
HCP00637,2024-05,1
HCP00639,2024-05,2
HCP00643,2024-05,2
HCP00644,2024-05,1
HCP00646,2024-05,1
HCP00649,2024-05,4
HCP00650,2024-05,1
HCP00651,2024-05,1
HCP00654,2024-05,1
HCP00655,2024-05,1
HCP00657,2024-05,1
HCP00658,2024-05,3
HCP00659,2024-05,5
HCP00660,2024-05,1
HCP00662,2024-05,2
HCP00663,2024-05,2
HCP00664,2024-05,2
HCP00665,2024-05,6
HCP00667,2024-05,1
HCP00668,2024-05,3
HCP00671,2024-05,5
HCP00672,2024-05,1
HCP00675,2024-05,1
HCP00676,2024-05,1
HCP00677,2024-05,3
HCP00679,2024-05,1
HCP00686,2024-05,1
HCP00687,2024-05,1
HCP00694,2024-05,1
HCP00696,2024-05,1
HCP00697,2024-05,3
HCP00698,2024-05,4
HCP00700,2024-05,3
HCP00701,2024-05,1
HCP00702,2024-05,1
HCP00704,2024-05,1
HCP00710,2024-05,1
HCP00711,2024-05,2
HCP00712,2024-05,2
HCP00716,2024-05,2
HCP00717,2024-05,2
HCP00718,2024-05,1
HCP00720,2024-05,1
HCP00721,2024-05,5
HCP00723,2024-05,1
HCP00728,2024-05,1
HCP00732,2024-05,2
HCP00734,2024-05,1
HCP00735,2024-05,1
HCP00737,2024-05,2
HCP00738,2024-05,1
HCP00741,2024-05,1
HCP00742,2024-05,1
HCP00743,2024-05,1
HCP00744,2024-05,1
HCP00745,2024-05,2
HCP00747,2024-05,2
HCP00748,2024-05,1
HCP00749,2024-05,3
HCP00750,2024-05,2
HCP00752,2024-05,1
HCP00757,2024-05,1
HCP00758,2024-05,1
HCP00760,2024-05,1
HCP00762,2024-05,2
HCP00763,2024-05,1
HCP00766,2024-05,1
HCP00768,2024-05,1
HCP00769,2024-05,2
HCP00771,2024-05,2
HCP00772,2024-05,2
HCP00777,2024-05,2
HCP00778,2024-05,1
HCP00781,2024-05,1
HCP00783,2024-05,1
HCP00786,2024-05,2
HCP00789,2024-05,1
HCP00790,2024-05,1
HCP00793,2024-05,1
HCP00797,2024-05,3
